0,19971,-12281,-4097,-5634,12799,21502
1,20227,-11513,-4353,-3842,11519,20478
2,20227,-11513,-4353,-3842,11519,20478
3,20227,-11513,-4353,-3842,11519,20478
4,20483,-12281,-3841,-4354,11263,18942
5,20483,-12281,-3841,-4354,11263,18942
6,19459,-12025,-3841,-4610,11775,21502
7,19459,-12025,-3841,-4610,11775,21502
8,19203,-13305,-4353,-5122,12799,20734
9,19203,-13305,-4353,-5122,12799,20734
10,19203,-13305,-4353,-5634,12799,21246
11,19715,-12281,-4609,-5634,12799,21246
12,19715,-12281,-4609,-5634,12799,21246
13,19971,-12281,-4353,-5122,13055,19710
14,19971,-12281,-4353,-5122,13055,19710
15,19715,-12537,-3585,-4610,12287,21246
16,19715,-12537,-3585,-4610,12287,21246
17,18179,-13305,-3585,-5122,12287,21502
18,18179,-13305,-3585,-5122,12287,21502
19,18179,-13305,-3585,-5122,12287,21502
20,18179,-12537,-4865,-2562,12799,21246
21,18179,-12537,-4865,-2562,12799,21246
22,19971,-12793,-4609,-3842,12543,20990
23,19971,-12793,-4609,-3842,12543,20990
24,19715,-12025,-4097,-2818,12287,20222
25,19715,-12025,-4097,-2818,12287,20222
26,19715,-12025,-4097,-2818,12287,20222
27,19459,-12025,-4609,-5634,11263,20990
28,19459,-12025,-4609,-5634,11263,20990
29,19715,-12281,-4353,-5122,12031,22014
30,19715,-12281,-4353,-5122,12031,22014
31,19459,-12025,-4609,-5122,11775,20478
32,19459,-12025,-4609,-5122,11775,20478
33,19459,-12025,-4609,-5122,11775,20478
34,19459,-12537,-4097,-3330,12031,20990
35,19459,-12537,-4097,-3330,12031,20990
36,19971,-12537,-4865,-5122,9983,20734
37,19971,-12537,-4865,-5122,9983,20734
38,18947,-12025,-3073,-5634,10239,20222
39,18947,-12025,-3073,-5634,10239,20222
40,20483,-11257,-4865,-6402,12287,22014
41,20483,-11257,-4865,-6402,12287,22014
42,20483,-11257,-4865,-6402,12287,22014
43,19971,-12025,-4865,-4866,11263,22270
44,19971,-12025,-4865,-4866,11263,22270
45,20483,-13305,-4097,-3842,12031,20990
46,20483,-13305,-4097,-3842,12031,20990
47,20227,-12537,-4609,-4354,11519,22526
48,20227,-12537,-4609,-4354,11519,22526
49,20227,-12537,-4609,-4354,11519,22526
50,20483,-12793,-4353,-4610,11007,20734
51,20483,-12793,-4353,-4610,11007,20734
52,19715,-12281,-4865,-6146,12543,20734
53,19715,-12281,-4865,-6146,12543,20734
54,19715,-12281,-5377,-5890,12031,20734
55,19715,-12281,-5377,-5890,12031,20734
56,19715,-12281,-5377,-5890,12031,20734
57,20227,-12025,-4353,-4610,11775,20478
58,20227,-12025,-4353,-4610,11775,20478
59,19459,-12793,-4609,-4610,11007,19454
60,19459,-12793,-4609,-4610,11007,19454
61,19203,-12025,-4609,-5122,12287,20222
62,19203,-12025,-4609,-5122,12287,20222
63,19203,-12025,-4609,-4610,11775,21246
64,20227,-12793,-4353,-4610,11775,21246
65,20227,-12793,-4353,-4610,11775,21246
66,19971,-12025,-5633,-4354,12031,21502
67,19971,-12025,-5633,-4354,12031,21502
68,18947,-11513,-4353,-4354,12031,21758
69,18947,-11513,-4353,-4354,12031,21758
70,19971,-11513,-4865,-4354,11519,20990
71,19971,-11513,-4865,-4354,11519,20990
72,19971,-11513,-4865,-4354,11519,20990
