0.07100000000000001 , -0.71 , 1.33 , 9.5
0.14 , -0.39 , 1.41 , 9.65
0.211 , -0.31 , 1.49 , 9.81
0.28 , -0.24 , 1.49 , 9.57
0.35000000000000003 , -0.24 , 1.49 , 9.65
0.42 , -0.16 , 1.49 , 9.73
0.49 , -0.08 , 1.6500000000000001 , 10.200000000000001
0.56 , 0.31 , 1.81 , 10.67
0.63 , 0.47000000000000003 , 1.49 , 9.65
0.7000000000000001 , -0.39 , 1.1 , 10.05
0.77 , 0.71 , 1.1 , 9.26
0.84 , 0.63 , 0.55 , 9.26
0.91 , 0.63 , 1.1 , 9.42
0.981 , 1.1 , 1.49 , 9.26
1.051 , 0.9400000000000001 , 1.73 , 8.870000000000001
1.12 , 0.31 , 1.49 , 10.05
1.19 , -0.08 , 0.86 , 10.67
1.26 , -0.24 , 0.55 , 11.3
1.33 , 0.24 , 0.39 , 9.73
1.401 , -0.16 , 0.47000000000000003 , 9.57
1.47 , -0.08 , 0.63 , 8.950000000000001
1.54 , 0.78 , 0.86 , 9.1
1.61 , 0.16 , 0.71 , 10.59
1.68 , 1.18 , 0.63 , 10.28
1.75 , 1.41 , 0.31 , 9.73
1.82 , 0.71 , 0.78 , 10.200000000000001
1.893 , 0.08 , 1.02 , 9.65
1.96 , 0.86 , 1.96 , 7.3
2.0300000000000002 , -0.16 , 0.9400000000000001 , 9.1
2.1 , 0.08 , 1.02 , 9.18
2.17 , 0.0 , 0.39 , 11.07
2.24 , -0.16 , 0.39 , 12.56
2.31 , 0.63 , 0.47000000000000003 , 9.5
2.3810000000000002 , 0.31 , 0.16 , 7.69
2.45 , 1.6500000000000001 , 1.6500000000000001 , 8.01
2.52 , 1.26 , 0.86 , 11.540000000000001
2.59 , 0.47000000000000003 , 0.78 , 12.09
2.66 , 1.49 , 1.33 , 6.91
2.73 , -0.47000000000000003 , 1.57 , 9.65
2.8000000000000003 , -0.9400000000000001 , 1.26 , 7.7700000000000005
2.87 , 0.63 , 1.57 , 12.56
2.94 , 0.47000000000000003 , 0.63 , 12.16
3.0100000000000002 , 0.16 , 0.31 , 8.790000000000001
3.081 , 0.55 , 0.71 , 9.89
3.1510000000000002 , 1.18 , 0.31 , 7.0600000000000005
3.22 , 2.75 , -0.24 , 9.97
3.29 , -0.24 , -0.24 , 13.34
3.361 , 0.86 , 1.49 , 6.91
3.43 , 0.63 , 2.2800000000000002 , 8.55
3.501 , -1.57 , 1.18 , 7.3
3.5700000000000003 , -0.39 , 1.18 , 10.200000000000001
3.64 , 0.31 , 0.39 , 13.66
3.71 , -0.08 , 0.55 , 9.26
3.781 , 1.1 , 0.9400000000000001 , 10.36
3.851 , 0.39 , 0.16 , 6.2
3.92 , 3.92 , -0.16 , 9.18
3.99 , -0.71 , -0.31 , 14.44
4.0600000000000005 , 1.33 , 2.04 , 7.61
4.13 , -0.47000000000000003 , 0.9400000000000001 , 9.73
4.2 , -1.02 , 1.26 , 8.08
4.2700000000000005 , 1.26 , 0.55 , 7.46
4.34 , -0.63 , 0.08 , 14.200000000000001
4.41 , 0.78 , 0.47000000000000003 , 9.1
4.48 , -0.31 , 0.39 , 12.870000000000001
4.55 , 0.39 , 0.24 , 7.46
4.62 , 1.41 , 0.86 , 7.69
4.69 , 1.1 , -0.08 , 11.77
4.76 , -0.16 , 0.31 , 9.18
4.83 , 1.73 , 2.43 , 9.26
