0.07 , -1.33 , 2.35 , 9.26
0.14 , -0.39 , 2.83 , 8.16
0.21 , -0.16 , 1.8800000000000001 , 10.120000000000001
0.28 , -0.55 , 1.41 , 10.120000000000001
0.35000000000000003 , -0.47000000000000003 , 1.41 , 9.97
0.42 , -1.33 , 1.1 , 10.59
0.491 , -2.04 , 0.55 , 10.75
0.56 , -1.96 , 0.63 , 9.18
0.631 , 1.33 , 1.26 , 8.950000000000001
0.7000000000000001 , 2.12 , 1.81 , 8.01
0.77 , 2.98 , 2.35 , 9.1
0.844 , 1.6500000000000001 , 1.02 , 10.52
0.91 , 2.9 , -0.31 , 10.28
0.98 , 4.24 , -0.24 , 10.28
1.05 , 2.9 , 0.31 , 9.03
1.12 , 1.26 , 0.31 , 8.790000000000001
1.19 , 0.78 , 0.47000000000000003 , 9.03
1.26 , 2.35 , 0.78 , 9.89
1.33 , 2.5100000000000002 , 1.02 , 10.59
1.4000000000000001 , 2.83 , 1.26 , 9.89
1.47 , 2.5100000000000002 , 1.41 , 9.73
1.541 , 2.5100000000000002 , 1.57 , 10.120000000000001
1.61 , 2.83 , 1.49 , 9.1
1.68 , 2.43 , 1.33 , 8.870000000000001
1.75 , 2.75 , 1.8800000000000001 , 9.65
1.82 , 2.9 , 2.04 , 11.3
1.8900000000000001 , 4.39 , 2.35 , 8.24
1.96 , 4.39 , 1.6500000000000001 , 8.08
2.0300000000000002 , 3.45 , 0.78 , 9.5
2.1 , 5.49 , 0.9400000000000001 , 10.28
2.17 , 5.1000000000000005 , 0.47000000000000003 , 10.120000000000001
2.24 , 4.39 , -0.16 , 10.120000000000001
2.31 , 4.24 , 0.08 , 10.200000000000001
2.38 , 4.16 , 0.16 , 9.65
2.45 , 4.47 , 0.31 , 9.5
2.52 , 4.79 , 0.39 , 9.42
2.59 , 3.5300000000000002 , 0.31 , 9.42
2.661 , 3.37 , 0.55 , 8.71
2.73 , 2.83 , 0.71 , 9.18
2.8000000000000003 , 1.81 , 0.55 , 9.03
2.87 , 1.81 , 0.55 , 8.71
2.9410000000000003 , 0.9400000000000001 , 0.24 , 9.57
3.0100000000000002 , 0.55 , 0.55 , 9.73
3.08 , -0.08 , 0.39 , 9.97
3.1510000000000002 , -0.78 , 1.18 , 10.36
3.22 , -1.49 , 0.78 , 10.44
3.29 , -1.1 , 0.63 , 9.89
3.36 , -2.9 , 0.0 , 9.42
3.43 , -2.12 , 1.73 , 10.99
3.5 , -2.5100000000000002 , 1.49 , 9.5
3.5700000000000003 , -1.49 , 1.18 , 10.28
3.641 , -0.86 , 1.96 , 10.200000000000001
3.71 , -2.04 , 2.75 , 11.07
3.783 , -1.33 , 1.8800000000000001 , 9.73
3.85 , 0.71 , 1.57 , 10.67
3.92 , -0.86 , 1.73 , 8.790000000000001
3.99 , -0.31 , 1.02 , 10.28
4.061 , 0.55 , 1.02 , 10.59
4.13 , 1.81 , 2.59 , 10.83
4.2 , -0.55 , -1.96 , 9.57
4.271 , -0.31 , -0.71 , 10.200000000000001
4.34 , -0.16 , -0.86 , 10.05
4.41 , -0.9400000000000001 , -0.47000000000000003 , 9.1
4.48 , 0.16 , 0.78 , 10.36
4.55 , -0.08 , 0.86 , 9.26
4.62 , 0.0 , 1.41 , 9.57
4.69 , -0.47000000000000003 , 1.02 , 9.34
4.76 , -0.55 , 0.24 , 11.07
4.83 , 0.71 , 0.63 , 10.75
4.9 , 0.55 , 0.0 , 9.57
4.971 , 0.08 , 1.26 , 9.57
5.04 , 0.47000000000000003 , 1.8800000000000001 , 9.18
5.11 , 0.16 , 1.41 , 8.870000000000001
5.18 , 1.1 , 1.6500000000000001 , 9.42
5.25 , 0.16 , 2.35 , 8.870000000000001
5.32 , 0.16 , 2.2800000000000002 , 9.26
5.39 , 0.16 , 1.81 , 9.1
5.461 , 0.47000000000000003 , 1.8800000000000001 , 9.5
5.53 , 0.16 , 1.57 , 9.89
5.6000000000000005 , -0.08 , 1.73 , 9.26
5.67 , 0.24 , 1.81 , 9.89
5.74 , -0.08 , 1.73 , 10.75
5.8100000000000005 , -1.33 , 2.12 , 9.03
5.881 , -0.86 , 2.04 , 9.57
5.95 , -1.1 , 1.81 , 8.48
6.0200000000000005 , 0.08 , 0.78 , 10.91
6.09 , -1.18 , 2.12 , 9.89
6.16 , -0.78 , 1.81 , 9.57
6.23 , -0.63 , 1.57 , 9.81
6.3 , -1.18 , 1.6500000000000001 , 9.1
6.37 , -0.71 , 1.96 , 10.05
6.44 , -0.71 , 1.96 , 9.42
6.51 , -0.16 , 2.12 , 9.1
6.58 , -0.63 , 2.43 , 9.81
6.65 , -0.39 , 2.2800000000000002 , 9.57
6.72 , -0.55 , 2.67 , 9.42
6.79 , -0.47000000000000003 , 2.2 , 9.57
6.86 , -0.71 , 2.59 , 9.65
6.93 , -0.71 , 2.35 , 9.5
7.0 , -0.55 , 2.35 , 9.65
7.07 , -0.24 , 2.5100000000000002 , 9.34
7.140000000000001 , -0.24 , 2.59 , 9.03
7.21 , 0.0 , 2.5100000000000002 , 9.5
7.281000000000001 , -0.16 , 2.5100000000000002 , 9.18
7.351 , -0.16 , 2.75 , 9.42
7.42 , -0.16 , 2.9 , 9.26
7.4910000000000005 , -0.31 , 2.9 , 9.57
7.5600000000000005 , -0.08 , 3.45 , 9.5
7.63 , -0.24 , 3.45 , 9.34
7.7010000000000005 , -0.08 , 3.37 , 9.18
7.771 , 0.0 , 3.37 , 9.34
7.841 , -0.31 , 3.45 , 9.1
7.91 , -0.16 , 3.37 , 9.5
7.98 , -0.16 , 3.37 , 9.26
8.05 , -0.08 , 3.3000000000000003 , 9.18
8.121 , -0.24 , 3.3000000000000003 , 9.18
8.191 , -0.16 , 3.14 , 9.42
8.261000000000001 , -0.24 , 2.9 , 9.42
8.331 , 0.16 , 2.98 , 9.34
8.4 , -0.16 , 3.3000000000000003 , 9.34
8.471 , 0.47000000000000003 , 2.67 , 9.5
8.541 , 0.39 , 2.2800000000000002 , 9.5
8.611 , 0.71 , 3.06 , 10.05
8.681000000000001 , 0.0 , 2.75 , 9.03
8.751 , 0.47000000000000003 , 3.06 , 9.03
8.821 , -0.16 , 3.06 , 9.1
8.89 , 0.39 , 3.22 , 9.42
8.961 , 0.16 , 3.14 , 9.1
9.03 , 0.0 , 3.14 , 9.26
9.101 , 0.0 , 3.06 , 9.34
9.171 , 0.08 , 2.98 , 9.26
9.241 , 0.71 , 1.96 , 9.03
9.311 , 0.86 , 2.9 , 8.48
9.38 , 0.16 , 2.67 , 9.73
9.451 , -0.63 , 4.79 , 9.26
9.52 , -1.96 , 3.3000000000000003 , 8.32
9.591000000000001 , -0.24 , 5.18 , 8.4
9.661 , -1.73 , 4.55 , 9.03
9.73 , -1.18 , 4.87 , 8.71
