97,-3858,-8441,18929,-129,-7365,-129
98,-3858,-8441,18929,-129,-7365,-129
99,-11280,32007,12784,-25746,12096,-129
100,-11280,32007,12784,-25746,12096,-129
101,242,-20218,-12305,1873,13894,-129
102,242,-20218,-12305,1873,13894,-129
103,242,-20218,-12305,-25045,-3253,-129
104,29682,11784,-17169,-25045,-3253,-129
105,29682,11784,-17169,-25045,-3253,-129
106,13300,-20214,6896,-12020,20048,-129
107,13300,-20214,6896,-12020,20048,-129
108,4087,-29428,-32272,1279,22086,-129
109,4087,-29428,-32272,1279,22086,-129
110,-7430,-12019,23537,-779,-25548,-129
111,-7430,-12019,23537,-779,-25548,-129
112,-7430,-12019,23537,-779,-25548,-129
113,-32514,4877,-31246,-3606,-6618,-129
114,-32514,4877,-31246,-3606,-6618,-129
115,16896,-9718,-21005,9693,-20964,-129
116,16896,-9718,-21005,9693,-20964,-129
117,-23297,-3319,30196,7884,-8690,-129
118,-23297,-3319,30196,7884,-8690,-129
119,-23297,-3319,30196,7884,-8690,-129
120,27134,17673,-7180,27583,27132,-129
121,27134,17673,-7180,27583,27132,-129
122,5373,-12536,19189,20149,7657,-129
123,5373,-12536,19189,20149,7657,-129
124,-7172,266,-12043,21671,-32289,-129
125,-7172,266,-12043,21671,-32289,-129
126,-7172,266,-12043,21671,-32289,-129
127,-10756,19467,-1035,-26203,-9776,-129
128,-10756,19467,-1035,-26203,-9776,-129
129,17405,15372,24822,27045,2234,-129
130,17405,15372,24822,27045,2234,-129
131,6909,7182,29686,30884,-15452,-129
132,6909,7182,29686,30884,-15452,-129
133,6909,7182,29686,30884,-15452,-129
134,-27651,18702,-13323,-6744,-11132,-129
135,-27651,18702,-13323,-6744,-11132,-129
136,-23812,-32242,-29707,26281,128,-129
137,-23812,-32242,-29707,26281,128,-129
138,-12550,29970,-21258,17554,128,-129
139,-12550,29970,-21258,17554,128,-129
140,-12550,29970,-21258,17554,128,-129
141,-25863,-15337,-5898,-27002,128,18552
142,-25863,-15337,-5898,-27002,128,18552
143,11257,-26346,16884,421,128,29299
144,11257,-26346,16884,421,128,29299
145,27127,-6124,-12303,-7242,128,-29096
146,27127,-6124,-12303,-7242,128,-29096
147,27127,-6124,-12303,-7242,128,-29096
148,-11022,8729,-27150,32149,128,-6381
149,-11022,8729,-27150,32149,128,-6381
150,-11281,22045,-1295,4224,128,14572
151,-11281,22045,-1295,4224,128,14572
152,-8721,-29668,19438,-7520,128,-9996
153,-8721,-29668,19438,-7520,128,-9996
154,-8721,-29668,19438,-7520,128,-9996
155,-30479,-10980,30443,-10819,128,29684
156,-30479,-10980,30443,-10819,128,29684
157,-29199,13088,-27669,-23097,128,-19753
158,-29199,13088,-27669,-23097,128,-19753
159,-6928,17444,32490,12511,128,-571
160,-6928,17444,32490,12511,128,-571
161,-6418,24101,-18201,8462,128,-16446
162,-6418,24101,-18201,8462,128,-16446
163,-6418,24101,-18201,8462,128,-16446
164,-8981,-26077,-8476,4425,128,28102
165,-8981,-26077,-8476,4425,128,28102
166,24553,-1760,10725,-129,128,13783
167,24553,-1760,10725,-129,128,13783
168,24553,-1760,10725,-129,128,9219
169,8938,13344,6376,-129,128,9219
170,8938,13344,6376,-129,128,9219
171,-28436,-25825,-7957,-129,128,23117
172,-28436,-25825,-7957,-129,128,23117
173,-24851,-15329,-276,-129,128,-129
174,-24851,-15329,-276,-129,128,-129
175,-24851,-15329,-276,-129,128,-129
176,8941,13340,17900,-129,128,-129
177,8941,13340,17900,-129,128,-129
178,18155,22806,-3094,-129,128,-129
179,18155,22806,-3094,-129,128,-129
180,18155,22806,-3094,-129,128,-129
181,-10262,-20719,-10261,-129,30151,-129
182,-10262,-20719,-10261,-129,30151,-129
183,-25877,22799,32238,-129,-12784,-15490
184,-25877,22799,32238,-129,-12784,-15490
185,-8469,-9459,19952,-129,-26334,-129
186,-8469,-9459,19952,-129,-26334,-129
187,-30996,18700,-8720,-129,-21468,-129
188,-30996,18700,-8720,-129,-21468,-129
189,-30996,18700,-8720,-129,-21468,-129
190,-32531,-15350,-25871,-129,-28627,-129
191,-32531,-15350,-25871,-129,-28627,-129
192,-15378,7433,3314,-129,1845,-129
193,-15378,7433,3314,-129,1845,-129
194,-27153,-3321,6898,-129,3891,-129
195,-27153,-3321,6898,-129,3891,-129
196,-27153,-3321,6898,-129,3891,-129
197,7408,24071,-4880,-129,20270,-129
198,7408,24071,-4880,-129,20270,-129
199,4848,-2810,-22033,-20637,-12751,-129
200,4848,-2810,-22033,-20637,-12751,-129
201,4848,-2810,-22033,-25796,-32708,-129
202,32496,1545,-14098,-25796,-32708,-129
203,32496,1545,-14098,-25796,-32708,-129
204,-27918,-14325,8431,14613,29505,-129
205,-27918,-14325,8431,14613,29505,-129
206,27125,-15858,-2065,-14852,-20929,-129
207,27125,-15858,-2065,-14852,-20929,-129
208,-31240,17,-4624,20465,-19654,-129
209,-31240,17,-4624,20465,-19654,-129
210,-31240,17,-4624,20465,-19654,-129
211,-12036,-17392,4338,-8725,-25034,-129
212,-12036,-17392,4338,-8725,-25034,-129
213,31743,18958,-2318,-21016,22822,-129
214,31743,18958,-2318,-21016,22822,-129
215,-21761,-27124,31988,-26917,-27123,-129
216,-21761,-27124,31988,-26917,-27123,-129
217,-21761,-27124,31988,-26917,-27123,-129
218,-22786,18956,-32523,27850,21497,-129
219,-22786,18956,-32523,27850,21497,-129
220,1534,3851,-26380,-574,-2846,-129
221,1534,3851,-26380,-574,-2846,-129
222,-23813,-19702,2035,11203,11964,-129
223,-23813,-19702,2035,11203,11964,-129
224,-32263,28428,-26637,22437,-21589,-129
225,-32263,28428,-26637,22437,-21589,-129
226,-32263,28428,-26637,22437,-21589,-129
227,8953,1809,13813,-15993,6832,-129
228,8953,1809,13813,-15993,6832,-129
229,-4101,8979,-15882,-21370,-1883,-129
230,-4101,8979,-15882,-21370,-1883,-129
231,5374,19985,-23308,-20567,128,-129
232,5374,19985,-23308,-20567,128,-129
233,5374,19985,-23308,-20567,128,-129
234,-18436,2576,-18703,-1867,128,-129
235,-18436,2576,-18703,-1867,128,-129
236,22521,13075,3057,6806,128,-129
237,22521,13075,3057,6806,128,-129
238,22521,13075,3057,128,128,12892
239,-12298,-25833,-24847,128,128,12892
240,-12298,-25833,-24847,128,128,12892
241,2293,-25575,-5906,128,128,-3753
242,2293,-25575,-5906,128,128,-3753
243,22002,21017,-30741,27032,128,-28591
244,22002,21017,-30741,27032,128,-28591
245,22002,21017,-30741,27032,128,-28591
246,-14866,18718,31723,-10099,128,-31708
247,-14866,18718,31723,-10099,128,-31708
248,1519,-5339,12780,128,128,-28169
249,1519,-5339,12780,128,128,-28169
250,14574,-23257,30443,-22880,128,-30992
251,14574,-23257,30443,-22880,128,-30992
252,14574,-23257,30443,-27164,128,13316
253,20714,-25306,-26391,-27164,128,13316
254,20714,-25306,-26391,-27164,128,13316
255,9448,29990,5096,-17367,128,-17655
256,9448,29990,5096,-17367,128,-17655
257,-18202,37,-24,9323,128,1801
258,-18202,37,-24,9323,128,1801
259,-18202,37,-24,9323,128,1801
260,23525,29218,17643,-129,128,2321
261,23525,29218,17643,-129,128,2321
262,11749,10785,-21523,-129,128,19488
263,11749,10785,-21523,-129,128,19488
264,18916,-4321,-28691,-129,128,-5311
265,18916,-4321,-28691,-129,128,-5311
266,18916,-4321,-28691,-129,128,-5311
267,15332,3868,28396,-129,128,-15236
268,15332,3868,28396,-129,128,-15236
269,25062,-28394,10220,-129,128,-129
270,25062,-28394,10220,-129,128,-129
271,25062,-28394,10220,-129,128,-129
272,3561,12306,28397,-129,5314,-129
273,3561,12306,28397,-129,5314,-129
274,-1560,-4851,-22034,-129,24328,-129
275,-1560,-4851,-22034,-129,24328,-129
276,8424,32010,30703,-129,-14293,-129
277,8424,32010,30703,-129,-14293,-129
278,8424,32010,30703,-129,-14293,-129
279,31207,10504,15344,-129,27973,-129
280,31207,10504,15344,-129,27973,-129
281,7913,-23802,23281,-129,-670,-129
282,7913,-23802,23281,-129,-670,-129
283,-27925,32517,28145,-129,-1421,-129
284,-27925,32517,28145,-129,-1421,-129
285,-27925,32517,28145,-129,-1421,-129
286,30702,-15357,-8464,-129,-29061,-129
287,30702,-15357,-8464,-129,-29061,-129
288,-13327,1794,-32528,-15505,13181,-129
289,-13327,1794,-32528,-15505,13181,-129
290,12277,5889,31473,-31421,-129,-129
291,12277,5889,31473,-31421,-129,-129
292,12277,5889,31473,-31421,-129,-129
293,-15113,-12032,26611,9243,-129,-129
294,-15113,-12032,26611,9243,-129,-129
295,10232,12545,-24588,24580,2940,-129
296,10232,12545,-24588,24580,2940,-129
297,5625,11778,2294,21498,-8334,-129
298,5625,11778,2294,21498,-8334,-129
299,5625,11778,2294,21498,-8334,-129
300,5370,-1534,-19722,-28162,16740,-129
301,5370,-1534,-19722,-28162,16740,-129
302,-25861,27139,-13578,-25595,-6316,-129
303,-25861,27139,-13578,-25595,-6316,-129
304,15101,-16125,1015,23817,18246,-129
305,15101,-16125,1015,23817,18246,-129
306,15101,-16125,1015,23817,18246,-129
307,-24834,16900,-29193,4362,2612,-129
308,-24834,16900,-29193,4362,2612,-129
309,-15361,-30204,30968,-19447,-23776,-129
310,-15361,-30204,30968,-19447,-23776,-129
311,5376,-32764,-7176,20239,25094,-129
312,5376,-32764,-7176,20239,25094,-129
313,5376,-32764,-7176,20239,25094,-129
314,7168,-3325,-31496,-32748,-27673,-129
315,7168,-3325,-31496,-32748,-27673,-129
316,-7937,18947,-30728,21513,-30252,-129
317,-7937,18947,-30728,21513,-30252,-129
318,-2050,25603,26104,-8202,2504,-129
319,-2050,25603,26104,-8202,2504,-129
320,-2050,25603,26104,-13849,9397,-129
321,-27907,14852,-7945,-13849,9397,-129
322,-27907,14852,-7945,-13849,9397,-129
323,5372,-6907,1272,-7977,27041,-129
324,5372,-6907,1272,-7977,27041,-129
325,-22022,-5113,17912,-13104,-11382,-129
326,-22022,-5113,17912,-13104,-11382,-129
327,23034,-20216,21495,-9253,128,-129
328,23034,-20216,21495,-9253,128,-129
329,23034,-20216,21495,-9253,128,-129
330,-13318,-1529,-524,27628,128,-129
331,-13318,-1529,-524,27628,128,-129
332,29434,-10488,-29197,17377,128,-129
333,29434,-10488,-29197,17377,128,-129
334,29434,-10488,-29197,4539,128,11106
335,14072,-31988,27635,4539,128,11106
336,14072,-31988,27635,4539,128,11106
337,-18955,14096,-10765,-8543,128,24379
338,-18955,14096,-10765,-8543,128,24379
339,244,-16624,16370,-13129,128,7996
340,244,-16624,16370,-13129,128,7996
341,244,-16624,16370,-13129,128,7996
342,7154,-10989,-5393,-19257,128,23614
343,7154,-10989,-5393,-19257,128,23614
344,-5393,27415,-7188,-30005,128,-21471
345,-5393,27415,-7188,-30005,128,-21471
346,16110,16152,-2070,-24364,128,-22784
347,16110,16152,-2070,-24364,128,-22784
348,16110,16152,-2070,18142,128,486
349,14829,17432,20712,18142,128,486
350,14829,17432,20712,18142,128,486
351,16363,-12772,4328,11734,128,11201
352,16363,-12772,4328,11734,128,11201
353,12265,-8156,1770,-32305,128,16045
354,12265,-8156,1770,-32305,128,16045
355,12265,-8156,1770,-32305,128,16045
356,28391,14630,5098,10257,128,27078
357,28391,14630,5098,10257,128,27078
358,15845,-9183,-12569,-15489,128,-10498
359,15845,-9183,-12569,-15489,128,-10498
360,-22556,19994,31974,-129,128,28192
361,-22556,19994,31974,-129,128,28192
362,-22556,19994,31974,-129,128,28192
363,11749,30487,-19991,-129,128,22045
364,11749,30487,-19991,-129,128,22045
365,9190,-6119,30190,-129,128,-5853
366,9190,-6119,30190,-129,128,-5853
367,-13849,21274,26607,-129,128,-15265
368,-13849,21274,26607,-129,128,-15265
369,-13849,21274,26607,-129,128,-15265
370,3305,-24042,-1811,-129,128,-129
371,3305,-24042,-1811,-129,128,-129
372,13034,14866,1262,-129,-5986,-129
373,13034,14866,1262,-129,-5986,-129
374,13034,14866,1262,-129,-25880,-129
375,32233,21262,-24849,-129,-25880,-129
376,32233,21262,-24849,-129,-25880,-129
377,-13081,13324,-24336,-129,15639,-129
378,-13081,13324,-24336,-129,15639,-129
379,23014,13322,-12816,-129,7989,-129
380,23014,13322,-12816,-129,7989,-129
381,29671,-1784,10993,-129,-23984,-129
382,29671,-1784,10993,-129,-23984,-129
383,29671,-1784,10993,-129,-23984,-129
384,-27158,-11257,10482,-129,9318,-129
385,-27158,-11257,10482,-129,9318,-129
386,1517,4870,31730,-129,16500,-129
387,1517,4870,31730,-129,16500,-129
388,1517,4870,31730,-129,16500,-129
389,4334,4612,4082,-129,-13200,-129
390,4334,4612,4082,-129,-13200,-129
391,11247,-10238,27377,-27543,30314,-129
392,11247,-10238,27377,-27543,30314,-129
393,-30480,-12798,-14864,-1471,-28310,-129
394,-30480,-12798,-14864,-1471,-28310,-129
395,-30480,-12798,-14864,-2533,19308,-129
396,1267,-13053,-19728,-2533,19308,-129
397,1267,-13053,-19728,-2533,19308,-129
398,-14859,15877,31217,-18688,6504,-129
399,-14859,15877,31217,-18688,6504,-129
400,25592,-24058,4339,-26641,22109,-129
401,25592,-24058,4339,-26641,22109,-129
402,29946,18184,-6924,-29203,11853,-129
403,29946,18184,-6924,-29203,11853,-129
404,29946,18184,-6924,-29203,11853,-129
405,14588,-16888,14326,5883,3123,-129
406,14588,-16888,14326,5883,3123,-129
407,4863,-20984,28663,1293,-14313,-129
408,4863,-20984,28663,1293,-14313,-129
409,-21760,-8697,-23049,-3556,5108,-129
410,-21760,-8697,-23049,-3556,5108,-129
411,-21760,-8697,-23049,-3556,5108,-129
412,-4352,32518,-6665,32032,-12084,-129
413,-4352,32518,-6665,32032,-12084,-129
414,2816,11270,-32520,6421,-30549,-129
415,2816,11270,-32520,6421,-30549,-129
416,-9985,-10748,4600,30470,19354,-129
417,-9985,-10748,4600,30470,19354,-129
418,-9985,-10748,4600,30470,19354,-129
419,14590,-25341,-4875,28411,14216,-129
420,14590,-25341,-4875,28411,14216,-129
421,15611,-18428,24309,-8481,128,-129
422,15611,-18428,24309,-8481,128,-129
423,32760,7688,-19210,22968,128,-7050
424,32760,7688,-19210,22968,128,-7050
425,32760,7688,-19210,22968,128,-7050
426,20728,-24567,25334,4784,128,-16003
427,20728,-24567,25334,4784,128,-16003
428,23288,17928,-10253,23990,128,-21634
429,23288,17928,-10253,23990,128,-21634
430,30966,13322,9715,18586,128,-9386
431,30966,13322,9715,18586,128,-9386
432,30966,13322,9715,18586,128,-9386
433,-31244,-30960,-5131,128,128,10806
434,-31244,-30960,-5131,128,128,10806
435,3829,-7916,12024,128,128,8265
436,3829,-7916,12024,128,128,8265
437,11767,18706,32501,-30290,128,-5271
438,11767,18706,32501,-30290,128,-5271
439,11767,18706,32501,-30290,128,-5271
440,-21514,-496,-23568,-14635,128,-31650
441,-21514,-496,-23568,-14635,128,-31650
442,27123,-6636,-23570,-19011,128,11548
443,27123,-6636,-23570,-19011,128,11548
444,2544,2841,-31762,-20061,128,2021
445,2544,2841,-31762,-20061,128,2021
446,2544,2841,-31762,-20061,128,2021
447,17134,-32743,-26900,9405,128,28394
448,17134,-32743,-26900,9405,128,28394
449,8941,31514,-8984,9962,128,3835
450,8941,31514,-8984,9962,128,3835
451,8941,31514,-8984,-13843,128,16352
452,-790,-13024,-4633,-13843,128,16352
453,-790,-13024,-4633,-13843,128,16352
454,-14104,-31452,19945,25079,128,4020
455,-14104,-31452,19945,25079,128,4020
456,27108,-22494,5866,10291,128,17589
457,27108,-22494,5866,10291,128,17589
458,27108,-22494,5866,10291,128,17589
459,7649,25887,-30230,-129,128,-24607
460,7649,25887,-30230,-129,128,-24607
461,-20256,-30436,21995,-129,128,-22284
462,-20256,-30436,21995,-129,128,-22284
463,-14111,23579,24813,-129,128,30992
464,-14111,23579,24813,-129,128,30992
465,-14111,23579,24813,-129,128,30992
466,26340,17434,-13073,-129,128,30773
467,26340,17434,-13073,-129,128,30773
468,1510,5144,-30225,-129,128,5979
469,1510,5144,-30225,-129,128,5979
470,1000,25364,-14355,-129,-10620,-12673
471,1000,25364,-14355,-129,-10620,-12673
472,1000,25364,-14355,-129,-10620,-12673
473,-9495,-24815,11502,-129,-22589,-129
474,-9495,-24815,11502,-129,-22589,-129
475,-1814,7951,32751,-129,3322,-129
476,-1814,7951,32751,-129,3322,-129
477,21483,24844,25328,-129,17696,-129
478,21483,24844,25328,-129,17696,-129
479,21483,24844,25328,-129,17696,-129
480,13547,24073,18673,-129,-6849,-129
481,13547,24073,18673,-129,-6849,-129
482,-14868,-10234,-5902,-129,29787,-129
483,-14868,-10234,-5902,-129,29787,-129
484,14574,8197,31220,-129,-2965,-129
485,14574,8197,31220,-129,-2965,-129
486,14574,8197,31220,-129,-2965,-129
487,-26641,-27133,-27147,-129,24690,-129
488,-26641,-27133,-27147,-129,24690,-129
489,30960,7170,-14858,19322,1644,-129
490,30960,7170,-14858,19322,1644,-129
491,4080,18945,-20234,-28307,19554,-129
492,4080,18945,-20234,-28307,19554,-129
493,4080,18945,-20234,-28307,19554,-129
494,-26640,1793,-11,-14491,-10916,-129
495,-26640,1793,-11,-14491,-10916,-129
496,7409,10753,20725,12639,10835,-129
497,7409,10753,20725,12639,10835,-129
498,12784,28418,30964,-20906,-6331,-129
499,12784,28418,30964,-20906,-6331,-129
500,12784,28418,30964,-20906,-6331,-129
501,-2318,-8444,-27405,-12728,20794,-129
502,-2318,-8444,-27405,-12728,20794,-129
503,-16906,-26874,-14350,-29633,7717,-129
504,-16906,-26874,-14350,-29633,7717,-129
505,9210,-30968,-14350,28467,27661,-129
506,9210,-30968,-14350,28467,27661,-129
507,9210,-30968,-14350,24611,-23055,-129
508,-13316,-23031,-27405,24611,-23055,-129
509,-13316,-23031,-27405,24611,-23055,-129
510,-7939,17673,-29196,15633,16085,-129
511,-7939,17673,-29196,15633,16085,-129
512,25853,27144,-14347,18169,-30525,-129
513,25853,27144,-14347,18169,-30525,-129
514,-24068,-14329,1271,478,698,-129
515,-24068,-14329,1271,478,698,-129
516,-24068,-14329,1271,478,698,-129
517,4347,30471,-26122,29388,12461,-129
518,4347,30471,-26122,29388,12461,-129
519,-22280,-12278,32503,943,-7261,-129
520,-22280,-12278,32503,943,-7261,-129
521,-519,-19445,14583,5542,-21348,-129
522,-519,-19445,14583,5542,-21348,-129
523,-519,-19445,14583,5542,-21348,-129
524,4089,13069,-4105,-16726,-12922,-129
525,4089,13069,-4105,-16726,-12922,-129
526,-13319,21518,-14600,-30553,128,-129
527,-13319,21518,-14600,-30553,128,-129
528,-10759,-27635,1784,21688,128,-129
529,-10759,-27635,1784,21688,128,-129
530,-10759,-27635,1784,21688,128,-129
531,-15113,11278,-17160,19392,128,-129
532,-15113,11278,-17160,19392,128,-129
533,6133,-21743,-7942,-11847,128,-129
534,6133,-21743,-7942,-11847,128,-129
535,-6923,-10735,15866,22746,128,-129
536,-6923,-10735,15866,22746,128,-129
537,-6923,-10735,15866,22746,128,-129
538,-1547,5391,-10763,24335,128,-129
539,-1547,5391,-10763,24335,128,-129
540,29939,-23539,-15120,-25565,128,-16023
541,29939,-23539,-15120,-25565,128,-16023
542,6640,15887,22255,-14845,128,-7909
543,6640,15887,22255,-14845,128,-7909
544,6640,15887,22255,-14845,128,-7909
545,19436,28690,14576,8407,128,-16176
546,19436,28690,14576,8407,128,-16176
547,-13079,24852,-15121,-7466,128,3775
548,-13079,24852,-15121,-7466,128,3775
549,31209,-8684,15085,27390,128,5072
550,31209,-8684,15085,27390,128,5072
551,31209,-8684,15085,27390,128,5072
552,28648,-27113,-32532,-2793,128,-27959
553,28648,-27113,-32532,-2793,128,-27959
554,6375,-3558,21739,19506,128,20159
555,6375,-3558,21739,19506,128,20159
556,-27676,14875,-24600,4202,128,22976
557,-27676,14875,-24600,4202,128,22976
558,-27676,14875,-24600,4202,128,22976
559,-16671,-5350,-9498,-129,128,17087
560,-16671,-5350,-9498,-129,128,17087
561,-29726,-17384,-18969,-129,128,-16175
562,-29726,-17384,-18969,-129,128,-16175
563,-15390,-30953,27881,-129,128,-28945
564,-15390,-30953,27881,-129,128,-28945
565,-15390,-30953,27881,-129,128,-28945
566,23010,-32234,-29461,-129,128,-10223
567,23010,-32234,-29461,-129,128,-10223
568,4580,-25580,-3603,-129,128,31312
569,4580,-25580,-3603,-129,128,31312
570,-23322,-3310,2543,-129,128,-129
571,-23322,-3310,2543,-129,128,-129
572,-23322,-3310,2543,-129,128,-129
573,-26648,-497,-1555,-129,4021,-129
574,-26648,-497,-1555,-129,4021,-129
575,10729,-15348,22765,-129,-6396,-129
576,10729,-15348,22765,-129,-6396,-129
577,10729,-15348,22765,-129,-6396,-129
578,-18711,27146,20718,-129,-20673,-129
579,-18711,27146,20718,-129,-20673,-129
580,-14614,-29944,5360,-129,-20643,2426
581,-14614,-29944,5360,-129,-20643,2426
582,-14356,-23290,-2831,-129,-24474,-129
583,-14356,-23290,-2831,-129,-24474,-129
584,20718,16133,17395,-129,1645,-129
585,20718,16133,17395,-129,1645,-129
586,20718,16133,17395,-129,1645,-129
587,-22801,2820,-20236,-129,-9612,-129
588,-22801,2820,-20236,-129,-9612,-129
589,-19728,-17150,24565,-129,17776,-129
590,-19728,-17150,24565,-129,17776,-129
591,-19728,-17150,24565,29295,-11162,-129
592,4594,-7167,-16651,29295,-11162,-129
593,4594,-7167,-16651,29295,-11162,-129
594,20978,-11263,-22026,-29863,3681,-129
595,20978,-11263,-22026,-29863,3681,-129
596,-19983,-26879,-19211,-11693,13147,-129
597,-19983,-26879,-19211,-11693,13147,-129
598,-32270,-17919,-15884,16720,-12972,-129
599,-32270,-17919,-15884,16720,-12972,-129
600,-32270,-17919,-15884,16720,-12972,-129
601,-2060,-24317,-23564,-27073,-12727,-129
602,-2060,-24317,-23564,-27073,-12727,-129
603,11767,-8444,-16140,13617,-5066,-129
604,11767,-8444,-16140,13617,-5066,-129
605,18937,4870,31220,-8412,11041,-129
606,18937,4870,31220,-8412,11041,-129
607,-3333,18695,-6924,-20718,-27633,-129
608,-3333,18695,-6924,-20718,-27633,-129
609,-3333,18695,-6924,-20718,-27633,-129
610,-9731,17672,-779,12800,-18688,-129
611,-9731,17672,-779,12800,-18688,-129
612,20479,-18424,2039,-14859,-13590,-129
613,20479,-18424,2039,-14859,-13590,-129
614,20224,-22009,-26889,29935,15313,-129
615,20224,-22009,-26889,29935,15313,-129
616,20224,-22009,-26889,29935,15313,-129
617,-4097,-23546,-10249,-28445,25788,-129
618,-4097,-23546,-10249,-28445,25788,-129
619,26878,-15355,-26889,17873,-1103,-129
620,26878,-15355,-26889,17873,-1103,-129
621,26107,-29946,-18953,-16966,-31575,-129
622,26107,-29946,-18953,-16966,-31575,-129
623,-1032,-17400,-11272,2728,1183,-129
624,-1032,-17400,-11272,2728,1183,-129
625,-1032,-17400,-11272,2728,1183,-129
626,-9480,28682,28921,-4703,3220,-129
627,-9480,28682,28921,-4703,3220,-129
628,-32007,-30198,-15112,9639,23693,-129
629,-32007,-30198,-15112,9639,23693,-129
630,13306,22794,9207,-1621,-26748,-129
631,13306,22794,9207,-1621,-26748,-129
632,13306,22794,9207,-1621,-26748,-129
633,11770,-31477,-27658,20139,128,-129
634,11770,-31477,-27658,20139,128,-129
635,761,15373,2294,18862,128,-129
636,761,15373,2294,18862,128,-129
637,-21001,32269,-27660,-27461,128,3709
638,-21001,32269,-27660,-27461,128,3709
639,-21001,32269,-27660,-27461,128,3709
640,4853,31757,-23311,-20539,128,-23195
641,4853,31757,-23311,-20539,128,-23195
642,16370,-9201,28143,5052,128,-5563
